1,102,0.4571916
1,117,4.0526998
1,105,4.745847
2,103,0.4943487
2,108,3.3208381
2,105,4.065945
3,104,1.9553279
3,127,3.8401384
3,188,3.8616446
4,105,0.2229149
4,126,3.638501
4,103,4.4131412
5,106,0.0794332
5,126,4.4516075
5,105,5.675383
6,108,0.0816634
6,103,3.629843
6,105,5.675383
7,109,1.4696958
7,141,3.5392461
7,197,3.8725736
8,110,0.507554
8,175,3.1002294
8,151,4.5122321
9,111,0.2422434
9,116,5.1645573
9,181,5.4389942
10,112,0.5977123
10,193,2.5312307
10,182,4.065945
11,113,0.0598247
11,130,4.5767707
11,177,4.622233
12,114,0.3520478
12,193,3.5876426
12,182,3.629843
13,115,0.1480725
13,124,4.0267243
13,130,5.3389107
14,116,1.3578948
14,181,3.917525
14,111,4.4714101
15,117,0.1050049
15,102,3.8087222
15,113,4.8280851
16,118,0.3999931
16,112,4.5122321
16,193,4.622233
17,119,0.6904074
17,188,2.2831142
17,127,2.755812
18,120,0.7755551
18,140,2.9238476
18,172,3.638501
19,121,0.4140754
19,139,4.1349379
19,162,4.4321894
20,122,0.1065297
20,177,5.1253366
20,113,5.4389942
21,135,2.4301898
21,146,3.8947968
21,194,4.2562988
22,123,0.4917285
22,157,3.5794121
22,125,3.6472347
23,183,1.6476531
23,165,3.2016496
23,145,3.5158987
24,124,0.432226
24,115,3.7013019
24,130,4.6945537
25,125,0.3153435
25,138,3.0702272
25,123,4.1207533
26,126,0.0334759
26,105,3.8725736
26,106,4.4714101
27,127,0.1219067
27,104,2.6468609
27,119,2.7961845
28,128,0.8063112
28,131,5.2053793
28,150,5.3877009
29,129,0.2811495
29,133,4.6945537
29,130,4.8280851
30,130,0.9568841
30,124,4.1937784
30,115,4.622233
31,145,2.3035
31,154,2.4406338
31,152,3.3595526
32,131,1.5967162
32,150,3.8836235
32,189,4.0526998
33,132,1.4052194
33,185,1.722858
33,136,2.8579802
34,133,0.5706503
34,129,4.4321894
34,157,5.2479389
35,134,1.4052194
35,188,3.8725736
35,104,4.3403819
36,136,0.5948071
36,132,2.4835358
36,151,3.0458951
37,137,1.2125447
37,185,3.917525
37,191,4.4916129
38,138,0.2375935
38,125,3.5314029
38,123,5.2479389
39,139,0.0578848
39,189,2.2075659
39,162,3.4707783
40,140,0.6629715
40,120,3.6649343
40,172,3.6739029
41,141,0.4168465
41,170,3.3794868
41,109,4.4321894
42,141,3.1104336
42,197,3.5006312
42,171,3.8508337
43,142,0.8599518
43,181,3.3208381
43,155,3.3794868
44,143,0.2961002
44,193,3.7106043
44,114,3.917525
45,144,0.8795924
45,148,4.4714101
45,166,5.2053793
46,145,0.1459539
46,183,3.115575
46,154,3.7106043
47,146,1.8776491
47,152,2.689701
47,149,3.9060963
48,147,0.178488
48,184,2.3969811
48,194,3.340008
49,120,1.9110869
49,172,2.8382557
49,140,3.2301416
50,148,0.2095757
50,174,4.3058957
50,167,4.5992435
51,149,0.3837546
51,187,2.6533334
51,152,3.5006312
52,150,0.1641071
52,131,4.1349379
52,155,4.4916129
53,151,0.4123474
53,136,3.120743
53,175,3.5158987
54,152,0.0747412
54,146,1.3650314
54,187,3.1794265
55,153,0.0928897
55,107,2.6565854
55,137,4.3403819
56,154,0.4543067
56,169,3.6212592
56,145,3.8401384
57,155,1.6668384
57,142,3.4205885
57,150,4.0526998
58,156,0.6545773
58,161,4.4321894
58,144,6.3039916
59,157,0.5637968
59,123,2.5312307
59,188,4.9822358
60,176,2.9628982
60,165,3.7106043
60,164,4.7999142
61,164,3.1576865
61,180,3.5794121
61,169,3.6829528
62,158,1.0335594
62,176,7.2848209
62,165,7.2848209
63,160,1.7164764
63,147,4.6698611
63,184,4.8570726
64,161,0.7637089
64,156,3.6920853
64,144,7.2848209
65,162,0.5217061
65,139,3.0653132
65,186,3.3794868
66,163,0.1414666
66,187,2.9852704
66,152,3.638501
67,164,1.1229106
67,169,2.7887218
67,176,4.0526998
68,150,3.1311597
68,155,4.3058957
68,181,4.622233
69,165,0.0542577
69,183,3.3930006
69,176,4.0793681
70,151,6.3039916
70,191,6.5916737
70,136,6.5916737
71,166,1.4539164
71,195,4.4321894
71,144,4.622233
72,167,1.272737
72,171,4.4321894
72,195,4.4516075
73,168,0.1614167
73,192,3.2774877
73,162,4.4516075
74,169,0.0747412
74,154,3.120743
74,164,3.5876426
75,195,0.7991683
75,167,3.1849361
75,166,3.6649343
76,170,0.7991683
76,141,3.3930006
76,181,3.5876426
77,197,0.7588142
77,171,0.7676421
77,109,4.5767707
78,172,1.1138164
78,140,3.1630773
78,192,3.3335771
79,173,0.2312351
79,109,3.8508337
79,120,3.8836235
80,174,0.2186383
80,192,4.3761
80,148,4.3944491
81,175,0.2005944
81,110,3.0363256
81,151,3.4205885
82,176,2.2371039
82,165,3.5794121
82,169,3.6649343
83,177,0.9767224
83,113,4.2562988
83,159,4.7999142
84,178,0.8577932
84,196,2.0501535
84,116,4.4321894
85,179,0.4981039
85,183,3.2774877
85,145,3.4781584
86,146,2.6829896
86,152,2.8862649
86,145,3.1576865
87,180,0.3022674
87,190,3.3529952
87,169,4.3580815
88,151,5.2923907
88,175,6.1862086
88,136,6.1862086
89,182,0.4414263
89,193,2.7739614
89,114,3.2301416
90,183,0.2580981
90,145,2.6565854
90,165,3.5082358
91,184,0.7476463
91,147,2.8862649
91,183,3.1523245
92,181,1.8987979
92,116,3.3529952
92,170,3.8087222
93,185,0.5384087
93,149,3.173947
93,132,3.3794868
94,186,1.1208046
94,155,3.4205885
94,131,3.6472347
95,187,0.5637968
95,149,2.1315293
95,152,3.3998265
96,176,3.7199941
96,164,4.4714101
96,165,5.2479389
97,188,2.0771579
97,119,2.37462
97,104,2.8821749
98,189,0.1724934
98,139,2.4224278
98,131,3.2301416
99,190,0.7820308
99,180,3.5551194
99,163,4.3403819
100,191,0.0422614
100,132,3.1311597
100,136,3.3661533
101,192,0.4688154
101,172,3.3335771
101,168,3.4136199
102,198,0.1219067
102,211,3.4707783
102,220,4.9822358
103,199,0.1673451
103,203,3.8725736
103,201,3.8947968
104,200,2.2786399
104,221,3.2243779
104,213,4.1787405
105,201,1.1837548
105,220,3.7013019
105,199,4.3580815
106,202,0.4981039
106,220,4.7999142
106,201,5.3877009
107,227,4.5767707
107,206,4.5992435
107,263,5.3389107
108,203,0.4721091
108,199,3.2301416
108,201,5.2479389
