1,3.467864,4.1917836,-6.7232538
2,4.2795971,2.9235461,-7.1020659
3,1.7165976,2.4109024,-5.2415588
4,3.6710802,2.5107691,-5.7177933
5,3.3307807,3.359227,-6.3914796
6,2.3122435,2.8679348,-5.5438835
7,2.8596305,3.747135,-6.2102955
8,3.3457221,2.9584667,-5.9666155
9,5.3720662,1.825138,-5.993463
10,4.8654696,2.8559488,-6.073119
11,2.2858174,3.5769895,-6.2540899
12,5.0317257,3.7739718,-6.269192
13,3.585431,3.9358268,-6.7152961
14,3.0916727,3.7578427,-5.5243758
15,3.5787545,3.8033516,-6.4489759
16,3.0028034,4.3172633,-6.2884851
17,3.0534165,4.0920703,-6.9345062
18,4.0640559,3.2411189,-6.2427112
19,4.0135421,2.8329995,-5.3228312
20,4.0186509,2.9559722,-6.9590232
21,3.5516727,3.5711693,-5.8106958
22,2.3749928,3.8877574,-7.1795658
23,3.5803175,2.9761302,-5.9266265
24,4.1520651,4.0784423,-5.2991443
25,3.4373206,2.6771747,-6.184619
26,3.7791175,2.8397545,-6.9856822
27,3.5863584,2.8888387,-5.1859049
28,2.9411353,2.7166252,-6.9198842
29,3.3151914,3.6759197,-6.6837554
30,2.6381381,3.0140005,-5.9879609
31,3.6875014,4.2906515,-6.0274466
32,2.4128278,3.1273218,-6.3103772
33,2.4617989,4.299884,-6.1038266
34,2.6242258,1.6094359,-5.9883915
35,1.2873549,3.3577409,-6.3680738
36,4.0319194,3.3086861,-6.0959329
37,3.3348044,4.3430368,-6.4943376
38,2.6583995,3.2950596,-6.5880669
39,3.9892844,4.2453275,-6.5822947
40,2.0593535,4.3164513,-6.2128797
41,3.0671322,2.7426982,-6.8948129
42,2.9799579,2.3855325,-6.6997605
43,3.3310572,3.6685882,-6.3377831
44,3.3270817,2.6207325,-6.0383629
45,2.5895443,3.0327454,-6.3904152
46,3.1123406,2.773438,-6.2638557
47,3.0279072,3.1942906,-6.6567189
48,3.5242501,3.50466,-7.2150701
49,3.8157976,3.5771644,-6.6404087
50,3.8258221,3.2161026,-6.6333185
51,2.5903127,2.5381753,-5.366605
52,3.1796044,2.6007865,-5.6208611
53,2.3708408,3.314209,-5.9431416
54,2.43385,1.7632807,-5.4965787
55,3.1268704,2.3956849,-6.210954
56,4.0909418,2.1506253,-6.6185851
57,2.6491703,2.925789,-5.724812
58,3.363729,3.4350208,-6.6871286
59,2.9898915,4.6120418,-6.7512094
60,3.8308838,3.1285752,-5.9226576
61,2.4491529,2.4625705,-6.6265924
62,3.1515482,2.8471329,-6.914929
63,3.4771698,3.4181125,-6.7551575
64,3.820397,3.7710728,-6.6614354
65,4.0981945,2.8436724,-7.1210944
66,3.1849725,3.1282729,-6.7271199
67,2.1970782,3.8737842,-5.9322957
68,2.6663066,3.2712724,-4.9065484
69,2.4663633,3.1815038,-6.63009
70,4.6030911,2.9238346,-5.8874479
71,2.7456501,2.8902932,-5.147587
72,3.5996293,3.7937153,-6.2722355
73,3.0106611,2.7982175,-6.4999636
74,3.6876359,3.1015574,-6.1308448
75,2.6521867,2.483749,-6.1321459
76,2.2530141,3.5092444,-6.7774602
77,2.2404225,3.2872018,-6.19112
78,3.4368823,3.4076685,-6.6334822
79,3.0200817,3.1142977,-6.9494254
80,3.0083847,2.666434,-6.1881053
81,4.019977,3.0777327,-5.6992832
82,3.3137591,2.3270096,-5.8879856
83,3.2550353,2.9191202,-6.2612258
84,4.1254276,4.5759956,-5.8222361
85,2.6273774,4.1784156,-5.5865164
86,3.5674082,3.6745885,-6.3504907
87,3.6541186,3.4054896,-6.4676002
88,2.9785375,3.6487751,-5.8166592
89,3.2662192,3.3750775,-6.267563
90,2.401071,3.7146514,-5.0921103
91,2.412275,3.886247,-7.0738889
92,3.1968356,2.4916155,-7.1975645
93,3.5834582,3.011556,-6.9278678
94,4.7502769,3.114157,-6.1754083
95,2.7135315,2.7835265,-6.2987006
96,3.2484724,2.5085702,-6.411414
